Timestamp,Vehicle_ID,Speed (Km/h),Distance (Km),SoC (%),Acceleration (m/s²),Braking (m/s²),Terrain,Temperature (°C),Wind Speed (km/h),Elevation (m),Weather
2025-04-22 08:55:00,EV102,56.72,4.73,79.51,0.7,0.48,Hilly,30.68,13.84,247.12,Foggy
2025-04-22 09:00:00,EV102,58.12,4.84,79.41,0.49,0.17,Hilly,25.12,14.04,243.35,Sunny
2025-04-22 09:05:00,EV102,56.52,4.71,78.98,0.5,0.25,Uphill,39.41,5.77,247.03,Cloudy
2025-04-22 09:10:00,EV102,58.73,4.89,78.67,0.54,0.26,Uphill,27.79,18.66,249.81,Cloudy
2025-04-22 09:15:00,EV102,38.29,3.19,78.46,0.64,0.39,Hilly,36.68,13.88,254.34,Clear
2025-04-22 09:20:00,EV102,47.63,3.97,78.1,0.94,0.26,Flat,27.03,12.4,249.72,Rainy
2025-04-22 09:25:00,EV102,29.65,2.47,77.93,0.69,0.55,Flat,34.76,19.38,249.95,Sunny
2025-04-22 09:30:00,EV102,34.53,2.88,77.79,0.54,0.4,Hilly,34.7,7.06,253.53,Cloudy
2025-04-22 09:35:00,EV102,53.03,4.42,77.61,0.59,0.69,Downhill,36.94,15.97,255.91,Rainy
2025-04-22 09:40:00,EV102,33.18,2.77,77.5,0.66,0.63,Flat,38.77,9.43,257.56,Sunny
2025-04-22 09:45:00,EV102,45.41,3.78,77.0,0.8,0.42,Flat,31.75,12.06,253.59,Sunny
2025-04-22 09:50:00,EV102,54.68,4.56,76.53,0.67,0.22,Downhill,34.95,17.74,249.39,Foggy
2025-04-22 09:55:00,EV102,42.51,3.54,76.14,0.54,0.21,Downhill,38.16,11.83,247.45,Sunny
2025-04-22 10:00:00,EV102,34.5,2.87,75.7,0.45,0.41,Flat,26.26,5.58,248.37,Clear
2025-04-22 10:05:00,EV102,34.7,2.89,75.38,0.29,0.46,Flat,37.88,18.54,243.81,Rainy
2025-04-22 10:10:00,EV102,43.31,3.61,75.19,0.74,0.63,Hilly,30.28,13.68,240.27,Rainy
2025-04-22 10:15:00,EV102,56.79,4.73,74.94,0.44,0.25,Downhill,35.08,10.61,241.8,Rainy
2025-04-22 10:20:00,EV102,61.06,5.09,74.54,0.56,0.38,Flat,29.37,9.26,245.36,Cloudy
2025-04-22 10:25:00,EV102,42.34,3.53,74.14,0.66,0.4,Downhill,26.88,18.24,245.66,Foggy
2025-04-22 10:30:00,EV102,35.59,2.97,73.8,0.62,0.55,Downhill,38.37,5.69,242.59,Clear
2025-04-22 10:35:00,EV102,47.06,3.92,73.69,0.88,0.03,Flat,27.78,6.06,246.99,Clear
2025-04-22 10:40:00,EV102,48.69,4.06,73.53,0.75,0.03,Uphill,26.51,13.32,246.2,Foggy
2025-04-22 10:45:00,EV102,33.9,2.82,73.22,0.7,0.3,Hilly,27.42,15.91,247.47,Foggy
2025-04-22 10:50:00,EV102,44.49,3.71,72.81,0.39,0.26,Downhill,28.91,11.68,246.64,Cloudy
2025-04-22 10:55:00,EV102,26.7,2.23,72.61,0.51,0.42,Hilly,33.32,6.14,250.83,Sunny
2025-04-22 11:00:00,EV102,42.36,3.53,72.21,0.41,0.36,Downhill,25.46,5.89,251.72,Rainy
2025-04-22 11:05:00,EV102,55.34,4.61,72.0,0.4,0.04,Hilly,30.86,15.25,251.32,Clear
2025-04-22 11:10:00,EV102,49.85,4.15,71.56,0.82,0.24,Downhill,34.93,6.48,247.76,Rainy
2025-04-22 11:15:00,EV102,64.88,5.41,71.41,0.6,0.39,Flat,28.89,5.21,251.32,Clear
2025-04-22 11:20:00,EV102,48.18,4.02,70.93,0.44,0.49,Uphill,30.88,16.18,250.75,Rainy
2025-04-22 11:25:00,EV102,40.77,3.4,70.64,0.62,0.34,Flat,38.19,17.15,250.13,Rainy
2025-04-22 11:30:00,EV102,52.27,4.36,70.5,0.62,0.12,Uphill,31.85,12.65,247.47,Foggy
2025-04-22 11:35:00,EV102,49.4,4.12,70.04,0.39,0.24,Hilly,27.79,11.72,250.05,Cloudy
2025-04-22 11:40:00,EV102,56.84,4.74,69.78,0.35,0.22,Downhill,39.13,10.17,253.81,Sunny
2025-04-22 11:45:00,EV102,60.66,5.05,69.34,0.54,0.24,Downhill,28.16,5.01,253.88,Foggy
2025-04-22 11:50:00,EV102,41.2,3.43,69.03,0.4,0.28,Hilly,26.97,19.62,250.73,Clear
2025-04-22 11:55:00,EV102,42.51,3.54,68.54,0.44,0.67,Hilly,39.34,12.67,253.55,Sunny
2025-04-22 12:00:00,EV102,40.12,3.34,68.15,0.74,0.42,Flat,36.87,8.08,253.79,Foggy
2025-04-22 12:05:00,EV102,53.85,4.49,67.97,0.83,0.42,Hilly,26.92,7.66,249.45,Foggy
2025-04-22 12:10:00,EV102,45.81,3.82,67.59,0.62,0.46,Flat,39.64,12.42,252.04,Cloudy
2025-04-22 12:15:00,EV102,46.05,3.84,67.34,0.41,0.23,Uphill,34.74,5.48,252.64,Clear
2025-04-22 12:20:00,EV102,50.6,4.22,67.12,0.29,0.12,Flat,33.66,17.83,249.51,Clear
2025-04-22 12:25:00,EV102,35.01,2.92,66.63,0.86,0.0,Hilly,38.05,15.81,254.27,Foggy
2025-04-22 12:30:00,EV102,51.38,4.28,66.28,0.49,0.16,Downhill,35.31,11.2,249.76,Rainy
2025-04-22 12:35:00,EV102,36.28,3.02,66.16,0.29,0.21,Uphill,28.83,10.48,252.87,Clear
2025-04-22 12:40:00,EV102,52.23,4.35,65.68,0.45,0.38,Hilly,26.49,7.48,248.08,Sunny
2025-04-22 12:45:00,EV102,46.9,3.91,65.21,0.39,0.52,Flat,29.97,8.59,252.09,Rainy
2025-04-22 12:50:00,EV102,52.04,4.34,64.96,0.44,0.37,Flat,34.23,17.71,253.94,Sunny
2025-04-22 12:55:00,EV102,56.66,4.72,64.81,0.5,0.21,Uphill,36.48,12.23,254.46,Foggy
2025-04-22 13:00:00,EV102,36.45,3.04,64.44,0.66,0.34,Uphill,37.88,9.8,250.61,Cloudy
2025-04-22 13:05:00,EV102,52.8,4.4,64.29,0.47,0.2,Downhill,39.44,10.77,252.66,Rainy
2025-04-22 13:10:00,EV102,51.46,4.29,63.96,0.11,0.38,Uphill,27.28,7.98,253.0,Sunny
2025-04-22 13:15:00,EV102,25.8,2.15,63.69,0.4,0.09,Flat,33.84,5.8,250.07,Clear
2025-04-22 13:20:00,EV102,44.87,3.74,63.24,0.45,0.62,Downhill,39.05,9.36,247.65,Rainy
2025-04-22 13:25:00,EV102,55.3,4.61,62.79,0.89,0.14,Flat,31.56,6.85,244.72,Sunny
2025-04-22 13:30:00,EV102,51.53,4.29,62.67,0.39,0.48,Downhill,35.96,16.29,240.68,Sunny
2025-04-22 13:35:00,EV102,54.65,4.55,62.29,0.39,0.07,Flat,31.13,8.35,240.95,Rainy
2025-04-22 13:40:00,EV102,48.89,4.07,61.86,0.65,0.36,Uphill,36.0,16.58,239.45,Clear
2025-04-22 13:45:00,EV102,42.26,3.52,61.74,0.57,0.51,Uphill,27.74,7.43,242.57,Clear
2025-04-22 13:50:00,EV102,46.22,3.85,61.33,0.54,0.27,Downhill,38.07,13.77,246.66,Cloudy
2025-04-22 13:55:00,EV102,33.57,2.8,61.11,0.29,0.42,Flat,35.56,12.96,251.62,Sunny
2025-04-22 14:00:00,EV102,35.68,2.97,60.96,0.32,0.24,Uphill,37.01,12.97,248.37,Sunny
2025-04-22 14:05:00,EV102,53.83,4.49,60.47,0.29,0.42,Downhill,34.38,11.45,250.84,Clear
2025-04-22 14:10:00,EV102,55.83,4.65,60.1,0.87,0.01,Hilly,38.06,5.81,253.07,Rainy
2025-04-22 14:15:00,EV102,49.54,4.13,59.83,0.65,0.53,Downhill,33.28,8.98,252.7,Foggy
2025-04-22 14:20:00,EV102,32.0,2.67,59.68,0.61,0.34,Downhill,39.62,17.09,255.75,Foggy
2025-04-22 14:25:00,EV102,55.18,4.6,59.41,0.3,0.35,Downhill,37.7,11.14,254.38,Foggy
2025-04-22 14:30:00,EV102,56.19,4.68,58.95,0.52,0.25,Flat,29.73,15.89,252.35,Foggy
2025-04-22 14:35:00,EV102,48.04,4.0,58.65,0.4,0.66,Hilly,33.89,17.45,247.51,Clear
2025-04-22 14:40:00,EV102,43.04,3.59,58.29,0.63,0.42,Flat,32.9,7.5,249.93,Foggy
2025-04-22 14:45:00,EV102,36.23,3.02,57.84,0.36,0.0,Uphill,29.81,18.14,248.39,Clear
2025-04-22 14:50:00,EV102,48.33,4.03,57.65,0.49,0.33,Downhill,28.43,17.37,244.51,Cloudy
2025-04-22 14:55:00,EV102,36.97,3.08,57.2,0.0,0.46,Uphill,28.23,11.62,241.23,Cloudy
2025-04-22 15:00:00,EV102,30.52,2.54,56.91,0.55,0.07,Flat,28.71,18.71,245.22,Sunny
2025-04-22 15:05:00,EV102,58.7,4.89,56.53,0.82,0.52,Flat,34.72,16.83,243.67,Foggy
2025-04-22 15:10:00,EV102,30.03,2.5,56.33,0.21,0.42,Hilly,25.08,17.52,239.02,Sunny
2025-04-22 15:15:00,EV102,31.85,2.65,55.88,0.71,0.63,Uphill,32.31,10.3,241.76,Rainy
2025-04-22 15:20:00,EV102,41.48,3.46,55.74,0.53,0.28,Hilly,35.6,10.47,238.21,Clear
2025-04-22 15:25:00,EV102,39.47,3.29,55.53,0.78,0.65,Uphill,35.45,10.47,233.57,Cloudy
2025-04-22 15:30:00,EV102,45.08,3.76,55.39,0.76,0.28,Flat,29.37,6.17,233.09,Rainy
2025-04-22 15:35:00,EV102,45.35,3.78,55.16,0.7,0.0,Hilly,38.27,19.89,237.4,Sunny
2025-04-22 15:40:00,EV102,56.82,4.74,54.85,0.6,0.4,Hilly,29.38,5.64,239.38,Foggy
2025-04-22 15:45:00,EV102,46.47,3.87,54.74,0.39,0.21,Flat,28.45,14.86,237.03,Sunny
2025-04-22 15:50:00,EV102,54.03,4.5,54.63,0.38,0.46,Uphill,36.33,17.3,239.17,Cloudy
2025-04-22 15:55:00,EV102,49.78,4.15,54.33,0.68,0.27,Downhill,37.16,14.91,238.98,Sunny
2025-04-22 16:00:00,EV102,52.86,4.41,53.9,0.76,0.28,Downhill,37.36,10.25,236.93,Clear
2025-04-22 16:05:00,EV102,38.9,3.24,53.57,0.4,0.21,Flat,29.45,12.87,238.67,Cloudy
2025-04-22 16:10:00,EV102,53.92,4.49,53.09,0.7,0.3,Downhill,26.56,16.45,241.77,Rainy
2025-04-22 16:15:00,EV102,49.16,4.1,52.85,0.79,0.14,Uphill,35.75,8.6,244.78,Sunny
2025-04-22 16:20:00,EV102,36.56,3.05,52.67,0.79,0.54,Flat,38.23,12.91,241.02,Foggy
2025-04-22 16:25:00,EV102,45.42,3.79,52.4,0.5,0.44,Hilly,25.47,15.58,245.93,Rainy
2025-04-22 16:30:00,EV102,61.06,5.09,52.04,0.53,0.41,Uphill,31.02,18.27,245.51,Clear
2025-04-22 16:35:00,EV102,53.49,4.46,51.82,0.71,0.56,Flat,30.66,6.98,244.08,Clear
2025-04-22 16:40:00,EV102,40.09,3.34,51.5,0.28,0.11,Flat,26.75,5.97,246.67,Sunny
2025-04-22 16:45:00,EV102,29.46,2.46,51.35,0.47,0.41,Flat,26.58,5.59,246.79,Rainy
2025-04-22 16:50:00,EV102,53.04,4.42,51.24,0.48,0.14,Hilly,26.87,9.97,247.59,Foggy
2025-04-22 16:55:00,EV102,64.93,5.41,50.89,0.37,0.15,Hilly,37.96,13.41,251.81,Foggy
2025-04-22 17:00:00,EV102,60.66,5.06,50.75,0.93,0.23,Downhill,36.21,11.74,252.28,Foggy
2025-04-22 17:05:00,EV102,31.02,2.59,50.49,0.42,0.31,Flat,28.69,9.94,250.76,Rainy
2025-04-22 17:10:00,EV102,50.02,4.17,50.37,0.4,0.48,Downhill,39.89,5.37,254.61,Foggy
2025-04-22 17:15:00,EV102,43.48,3.62,50.13,0.54,0.0,Downhill,26.83,18.54,255.05,Cloudy
2025-04-22 17:20:00,EV102,59.02,4.92,49.88,0.69,0.39,Downhill,36.19,18.87,258.04,Cloudy
2025-04-22 17:25:00,EV102,51.29,4.27,49.72,0.56,0.62,Uphill,34.98,7.49,259.12,Sunny
2025-04-22 17:30:00,EV102,49.46,4.12,49.3,0.55,0.44,Uphill,27.44,8.02,260.84,Foggy
2025-04-22 17:35:00,EV102,54.71,4.56,49.19,0.67,0.27,Hilly,31.91,9.31,259.49,Clear
2025-04-22 17:40:00,EV102,38.58,3.22,48.69,0.37,0.29,Flat,35.86,7.3,261.25,Foggy
2025-04-22 17:45:00,EV102,49.56,4.13,48.54,0.08,0.41,Hilly,25.48,15.0,257.34,Clear
2025-04-22 17:50:00,EV102,45.63,3.8,48.37,0.68,0.06,Downhill,27.85,13.56,261.78,Rainy
2025-04-22 17:55:00,EV102,51.1,4.26,48.08,0.56,0.3,Flat,26.37,8.55,259.16,Foggy
2025-04-22 18:00:00,EV102,53.11,4.43,47.6,0.49,0.46,Uphill,27.49,15.3,257.39,Sunny
2025-04-22 18:05:00,EV102,30.25,2.52,47.32,0.45,0.05,Flat,29.75,6.66,254.79,Sunny
2025-04-22 18:10:00,EV102,39.87,3.32,46.86,0.0,0.44,Hilly,29.19,9.22,250.97,Foggy
2025-04-22 18:15:00,EV102,28.11,2.34,46.71,0.61,0.56,Hilly,36.8,7.8,255.15,Sunny
2025-04-22 18:20:00,EV102,53.64,4.47,46.32,0.39,0.31,Downhill,26.87,7.39,256.0,Rainy
2025-04-22 18:25:00,EV102,40.95,3.41,45.96,0.46,0.22,Downhill,34.74,10.51,254.13,Clear
2025-04-22 18:30:00,EV102,31.27,2.61,45.79,0.83,0.24,Flat,39.7,7.78,251.8,Foggy
2025-04-22 18:35:00,EV102,34.02,2.84,45.69,0.56,0.07,Hilly,37.02,7.09,255.36,Rainy
2025-04-22 18:40:00,EV102,28.6,2.38,45.39,0.48,0.0,Hilly,33.16,12.55,257.98,Cloudy
2025-04-22 18:45:00,EV102,46.68,3.89,45.18,0.18,0.41,Flat,31.57,10.28,255.15,Sunny
2025-04-22 18:50:00,EV102,47.22,3.94,44.69,0.39,0.38,Downhill,26.46,10.34,254.68,Rainy
2025-04-22 18:55:00,EV102,60.88,5.07,44.33,0.24,0.73,Uphill,29.42,6.84,259.08,Clear
2025-04-22 19:00:00,EV102,58.21,4.85,44.0,0.1,0.05,Uphill,26.53,13.55,255.69,Clear
2025-04-22 19:05:00,EV102,59.88,4.99,43.77,0.14,0.0,Hilly,33.71,18.9,251.72,Sunny
2025-04-22 19:10:00,EV102,40.66,3.39,43.51,0.47,0.26,Downhill,29.4,13.04,251.06,Cloudy
2025-04-22 19:15:00,EV102,49.84,4.15,43.2,0.52,0.22,Uphill,30.9,19.63,253.02,Sunny
2025-04-22 19:20:00,EV102,58.17,4.85,43.01,0.48,0.25,Flat,31.06,18.56,249.28,Clear
2025-04-22 19:25:00,EV102,44.74,3.73,42.86,0.57,0.79,Flat,29.41,13.38,253.29,Rainy
2025-04-22 19:30:00,EV102,39.39,3.28,42.37,0.66,0.25,Hilly,26.03,10.69,255.31,Clear
2025-04-22 19:35:00,EV102,74.1,6.18,42.26,0.3,0.16,Hilly,38.09,11.21,254.97,Cloudy
2025-04-22 19:40:00,EV102,33.86,2.82,42.09,0.81,0.39,Uphill,34.82,10.27,253.84,Rainy
2025-04-22 19:45:00,EV102,35.67,2.97,41.99,0.25,0.45,Downhill,37.3,8.22,248.99,Cloudy
2025-04-22 19:50:00,EV102,57.92,4.83,41.77,0.77,0.27,Uphill,28.12,16.29,246.79,Clear
2025-04-22 19:55:00,EV102,42.54,3.55,41.62,0.72,0.51,Uphill,32.86,7.47,249.44,Cloudy
2025-04-22 20:00:00,EV102,52.07,4.34,41.27,0.76,0.36,Downhill,29.79,14.29,248.55,Sunny
2025-04-22 20:05:00,EV102,35.75,2.98,41.12,0.47,0.26,Flat,29.23,17.67,245.44,Sunny
2025-04-22 20:10:00,EV102,50.52,4.21,40.72,0.29,0.64,Uphill,28.09,8.27,243.71,Foggy
2025-04-22 20:15:00,EV102,44.36,3.7,40.56,0.85,0.19,Hilly,30.6,5.24,247.8,Sunny
2025-04-22 20:20:00,EV102,50.56,4.21,40.33,0.8,0.22,Flat,25.79,13.86,242.83,Foggy
2025-04-22 20:25:00,EV102,43.16,3.6,39.98,0.0,0.19,Downhill,28.67,13.57,240.87,Rainy
2025-04-22 20:30:00,EV102,34.68,2.89,39.75,0.79,0.37,Uphill,34.24,13.99,242.21,Clear
2025-04-22 20:35:00,EV102,31.26,2.6,39.56,0.33,0.49,Uphill,37.86,19.44,244.0,Clear
2025-04-22 20:40:00,EV102,36.87,3.07,39.15,0.41,0.24,Uphill,32.05,5.16,248.85,Rainy
2025-04-22 20:45:00,EV102,38.81,3.23,38.78,0.61,0.36,Flat,28.82,17.57,246.85,Clear
2025-04-22 20:50:00,EV102,48.79,4.07,38.67,0.93,0.31,Hilly,32.05,13.78,245.27,Rainy
2025-04-22 20:55:00,EV102,47.23,3.94,38.4,0.5,0.36,Uphill,33.13,8.09,244.72,Foggy
2025-04-22 21:00:00,EV102,33.21,2.77,38.04,0.37,0.23,Flat,27.31,18.05,249.08,Rainy
2025-04-22 21:05:00,EV102,47.91,3.99,37.54,0.52,0.64,Uphill,30.27,15.04,253.87,Sunny
2025-04-22 21:10:00,EV102,49.99,4.17,37.17,0.1,0.37,Hilly,28.86,9.33,252.17,Foggy
2025-04-22 21:15:00,EV102,46.99,3.92,37.02,0.8,0.2,Flat,27.24,6.06,247.85,Foggy
2025-04-22 21:20:00,EV102,64.61,5.38,36.79,0.8,0.21,Hilly,30.82,17.87,248.29,Cloudy
2025-04-22 21:25:00,EV102,39.23,3.27,36.54,0.61,0.85,Flat,36.69,13.75,247.08,Foggy
2025-04-22 21:30:00,EV102,50.42,4.2,36.34,0.58,0.43,Hilly,32.2,9.54,251.18,Sunny
2025-04-22 21:35:00,EV102,63.4,5.28,36.06,0.57,0.33,Downhill,36.4,13.52,250.42,Cloudy
2025-04-22 21:40:00,EV102,60.77,5.06,35.58,0.29,0.46,Uphill,34.02,15.15,252.21,Clear
2025-04-22 21:45:00,EV102,53.98,4.5,35.36,0.5,0.27,Hilly,27.29,15.97,250.46,Sunny
2025-04-22 21:50:00,EV102,19.54,1.63,35.09,0.28,0.29,Hilly,30.78,11.75,252.25,Clear
2025-04-22 21:55:00,EV102,30.45,2.54,34.96,0.4,0.44,Uphill,29.1,17.73,248.44,Sunny
2025-04-22 22:00:00,EV102,29.83,2.49,34.73,0.46,0.52,Flat,26.54,9.91,246.99,Sunny
2025-04-22 22:05:00,EV102,57.99,4.83,34.36,0.87,0.3,Hilly,25.26,5.07,246.62,Foggy
2025-04-22 22:10:00,EV102,45.73,3.81,34.21,0.27,0.02,Flat,38.25,16.01,249.61,Clear
2025-04-22 22:15:00,EV102,58.89,4.91,33.99,0.66,0.6,Uphill,31.21,12.49,250.6,Cloudy
2025-04-22 22:20:00,EV102,22.67,1.89,33.5,0.63,0.42,Uphill,26.8,16.2,254.78,Rainy
2025-04-22 22:25:00,EV102,46.56,3.88,33.23,0.57,0.35,Hilly,25.29,10.67,251.03,Sunny
2025-04-22 22:30:00,EV102,52.13,4.34,33.08,0.53,0.38,Hilly,27.24,17.78,250.34,Clear
2025-04-22 22:35:00,EV102,44.98,3.75,32.68,0.23,0.04,Downhill,26.01,16.2,254.67,Foggy
2025-04-22 06:00:00,EV103,55.63,4.64,80.1,0.51,0.45,Downhill,32.11,13.59,295.04,Clear
2025-04-22 06:05:00,EV103,36.38,3.03,79.64,0.55,0.47,Uphill,34.44,5.76,294.9,Clear
2025-04-22 06:10:00,EV103,33.82,2.82,79.21,0.23,0.6,Flat,34.04,16.92,291.76,Foggy
2025-04-22 06:15:00,EV103,29.78,2.48,78.86,0.14,0.48,Hilly,26.51,6.15,294.24,Cloudy
2025-04-22 06:20:00,EV103,62.06,5.17,78.52,0.73,0.4,Downhill,28.98,16.01,291.45,Rainy
2025-04-22 06:25:00,EV103,55.97,4.66,78.03,0.38,0.0,Flat,30.32,9.81,295.85,Rainy
2025-04-22 06:30:00,EV103,37.88,3.16,77.6,0.64,0.47,Hilly,30.25,12.79,293.8,Clear
2025-04-22 06:35:00,EV103,43.04,3.59,77.43,0.77,0.31,Flat,29.77,10.08,293.48,Sunny
2025-04-22 06:40:00,EV103,48.2,4.02,76.95,0.62,0.18,Uphill,39.34,16.92,295.68,Cloudy
2025-04-22 06:45:00,EV103,15.29,1.27,76.69,0.39,0.62,Uphill,32.46,11.91,297.14,Cloudy
2025-04-22 06:50:00,EV103,43.43,3.62,76.32,0.77,0.42,Uphill,36.75,8.97,299.06,Clear
2025-04-22 06:55:00,EV103,67.82,5.65,76.0,0.55,0.11,Downhill,28.65,12.39,299.34,Rainy
2025-04-22 07:00:00,EV103,43.66,3.64,75.51,0.41,0.77,Hilly,37.53,12.12,296.84,Cloudy
2025-04-22 07:05:00,EV103,33.18,2.76,75.03,0.22,0.55,Downhill,26.11,15.28,300.72,Clear
2025-04-22 07:10:00,EV103,53.32,4.44,74.82,0.41,0.39,Hilly,29.87,7.75,299.83,Rainy
2025-04-22 07:15:00,EV103,44.62,3.72,74.57,0.71,0.61,Hilly,27.36,6.45,295.74,Clear
2025-04-22 07:20:00,EV103,40.88,3.41,74.32,0.61,0.0,Flat,39.09,16.89,299.8,Sunny
2025-04-22 07:25:00,EV103,42.84,3.57,74.01,0.34,0.0,Hilly,30.04,6.91,300.66,Clear
2025-04-22 07:30:00,EV103,53.76,4.48,73.72,0.65,0.13,Uphill,31.46,12.24,297.78,Clear
2025-04-22 07:35:00,EV103,53.84,4.49,73.47,0.43,0.4,Flat,34.74,19.01,298.74,Rainy
2025-04-22 07:40:00,EV103,53.41,4.45,73.19,0.0,0.57,Flat,38.88,17.31,295.48,Sunny
2025-04-22 07:45:00,EV103,39.35,3.28,73.02,0.79,0.0,Uphill,26.58,12.16,298.38,Clear
2025-04-22 07:50:00,EV103,54.77,4.56,72.87,0.86,0.11,Downhill,39.85,7.4,294.57,Sunny
2025-04-22 07:55:00,EV103,48.56,4.05,72.38,0.7,0.06,Flat,29.94,11.53,293.04,Rainy
2025-04-22 08:00:00,EV103,62.96,5.25,71.89,0.76,0.08,Flat,38.09,19.15,291.87,Rainy
2025-04-22 08:05:00,EV103,41.49,3.46,71.46,0.28,0.19,Flat,27.43,18.26,292.76,Cloudy
2025-04-22 08:10:00,EV103,47.32,3.94,71.09,0.16,0.63,Hilly,25.35,7.35,288.42,Cloudy
2025-04-22 08:15:00,EV103,29.59,2.47,70.62,0.31,0.03,Flat,34.12,12.42,291.77,Cloudy
2025-04-22 08:20:00,EV103,48.02,4.0,70.36,0.52,0.05,Flat,36.71,8.75,287.35,Rainy
2025-04-22 08:25:00,EV103,49.03,4.09,70.2,0.13,0.41,Downhill,31.19,13.66,289.7,Cloudy
2025-04-22 08:30:00,EV103,56.68,4.72,69.89,0.42,0.43,Hilly,26.35,16.74,294.31,Foggy
2025-04-22 08:35:00,EV103,57.08,4.76,69.44,0.56,0.0,Flat,26.54,19.24,289.77,Clear
2025-04-22 08:40:00,EV103,39.31,3.28,69.33,0.54,0.08,Downhill,29.23,12.48,286.53,Cloudy
2025-04-22 08:45:00,EV103,53.7,4.48,68.94,0.54,0.36,Downhill,30.91,16.19,281.86,Sunny
2025-04-22 08:50:00,EV103,50.05,4.17,68.73,0.54,0.3,Downhill,35.18,15.18,277.71,Clear
2025-04-22 08:55:00,EV103,48.26,4.02,68.36,0.88,0.03,Hilly,28.73,9.92,279.68,Cloudy
2025-04-22 09:00:00,EV103,39.25,3.27,67.92,0.42,0.2,Hilly,30.13,14.19,282.58,Sunny
2025-04-22 09:05:00,EV103,44.92,3.74,67.71,0.51,0.28,Hilly,30.95,11.78,280.23,Clear
2025-04-22 09:10:00,EV103,49.84,4.15,67.43,0.99,0.41,Downhill,38.68,18.57,277.97,Cloudy
2025-04-22 09:15:00,EV103,58.32,4.86,67.21,0.22,0.11,Hilly,30.0,14.84,273.9,Rainy
2025-04-22 09:20:00,EV103,56.71,4.73,66.85,0.45,0.25,Downhill,25.08,11.35,273.08,Clear
2025-04-22 09:25:00,EV103,36.24,3.02,66.7,0.42,0.1,Hilly,28.83,18.41,269.9,Rainy
2025-04-22 09:30:00,EV103,39.52,3.29,66.43,1.06,0.33,Hilly,38.58,17.21,268.46,Rainy
2025-04-22 09:35:00,EV103,46.12,3.84,66.21,0.77,0.15,Downhill,37.82,16.7,265.64,Cloudy
2025-04-22 09:40:00,EV103,51.29,4.27,66.11,0.52,0.19,Flat,35.27,13.57,265.79,Rainy
2025-04-22 09:45:00,EV103,33.8,2.82,65.92,0.56,0.17,Hilly,33.24,14.36,262.39,Cloudy
2025-04-22 09:50:00,EV103,54.38,4.53,65.74,0.66,0.47,Hilly,33.74,11.83,265.7,Rainy
2025-04-22 09:55:00,EV103,55.34,4.61,65.55,0.56,0.5,Flat,36.1,16.64,267.63,Rainy
2025-04-22 10:00:00,EV103,38.25,3.19,65.28,0.49,0.35,Downhill,31.23,5.61,271.16,Sunny
2025-04-22 10:05:00,EV103,58.28,4.86,64.92,0.51,0.36,Hilly,28.75,9.29,273.28,Foggy
2025-04-22 10:10:00,EV103,31.1,2.59,64.62,0.52,0.0,Uphill,26.07,15.22,268.35,Sunny
2025-04-22 10:15:00,EV103,41.43,3.45,64.29,0.06,0.0,Uphill,27.94,6.01,264.57,Sunny
2025-04-22 10:20:00,EV103,51.64,4.3,63.83,0.37,0.08,Flat,32.45,7.55,264.6,Foggy
2025-04-22 10:25:00,EV103,41.49,3.46,63.42,0.34,0.91,Flat,38.78,11.52,268.69,Clear
2025-04-22 10:30:00,EV103,47.36,3.95,63.0,0.55,0.34,Uphill,37.89,19.65,266.27,Rainy
2025-04-22 10:35:00,EV103,32.51,2.71,62.87,0.36,0.74,Downhill,38.32,6.53,261.71,Cloudy
2025-04-22 10:40:00,EV103,38.56,3.21,62.68,0.28,0.31,Flat,33.47,11.15,263.55,Foggy
2025-04-22 10:45:00,EV103,42.62,3.55,62.27,0.75,0.31,Flat,33.29,6.51,264.61,Clear
2025-04-22 10:50:00,EV103,38.97,3.25,62.05,0.39,0.16,Uphill,38.85,15.54,269.54,Cloudy
2025-04-22 10:55:00,EV103,49.19,4.1,61.92,0.51,0.64,Uphill,30.28,10.4,271.12,Clear
2025-04-22 11:00:00,EV103,54.63,4.55,61.66,0.45,0.07,Downhill,34.66,12.83,266.91,Cloudy
2025-04-22 11:05:00,EV103,50.76,4.23,61.16,0.58,0.18,Downhill,36.57,13.69,266.3,Cloudy
2025-04-22 11:10:00,EV103,47.37,3.95,60.68,0.44,0.38,Hilly,36.33,6.2,267.29,Clear
2025-04-22 11:15:00,EV103,54.99,4.58,60.38,0.24,0.0,Uphill,28.66,17.41,262.99,Foggy
2025-04-22 11:20:00,EV103,49.64,4.14,60.16,0.66,0.23,Downhill,33.33,10.73,259.25,Foggy
2025-04-22 11:25:00,EV103,38.37,3.2,59.97,0.5,0.3,Flat,25.61,19.0,258.86,Sunny
2025-04-22 11:30:00,EV103,22.02,1.84,59.52,0.66,0.0,Uphill,25.1,8.54,259.57,Sunny
2025-04-22 11:35:00,EV103,47.36,3.95,59.21,0.7,0.34,Hilly,37.38,19.23,257.64,Clear
2025-04-22 11:40:00,EV103,45.9,3.83,58.9,0.68,0.25,Flat,33.81,5.51,254.66,Cloudy
2025-04-22 11:45:00,EV103,49.91,4.16,58.75,0.42,0.0,Hilly,33.37,5.83,258.04,Cloudy
2025-04-22 11:50:00,EV103,33.47,2.79,58.5,0.39,0.23,Flat,27.36,6.27,255.33,Rainy
2025-04-22 11:55:00,EV103,57.58,4.8,58.12,0.41,0.69,Downhill,29.62,6.88,252.03,Clear
